,biases,tweets
611,30,"Billionaire Paul Singer’s Elliott Management makes a fresh takeover bid for ailing Swiss baking company Aryzta, sou… "
612,30,Azerbaijan says its army regained control of land east of the breakaway region of Nagorno-Karabakh for the first ti… 
613,30,Amazon and other big retailers will postpone Black Friday sales in France following complaints from smaller shops w… 
614,30,"Meet Lorena Dellagiovanna, Hitachi's first-ever Head of Diversity (Sponsored by Hitachi) "
615,30,"The latest readings of alternative, high-frequency data suggest a stabilization of economic activity in Europe… "
616,30,The WTO sys the strong rebound in global trade during the third quarter may slow in the closing months of the year… 
617,30,The Fed chief says it’s too soon put away its emergency tools to help markets and the economy. Now it looks like th… 
618,30,Singapore will tighten border measures for travelers from Malaysia or Japan due to a resurgence of coronavirus in t… 
619,30,Check out this week's most compelling political images 
620,30,"Japan is facing the worst wild bear attacks in 5 years. Experts say it's due to a mix of factors, from lockdowns to… "
621,30,"Malaysia will end the conditional movement control order in states of Melaka, Terengganu and most of Johor and Keda… "
622,30,"Tesla shares are on tear, with demand likely to surge from the stock's inclusion in the S&amp;P 500 Index… "
623,30,The best new office buildings in London are commanding near record rents and prices during the pandemic. Everything… 
624,30,President Erdogan says Turkey’s main objective is to reduce interest rates as inflation slows to official medium-te… 
625,30,Japan allocates $2.4 billion for better supply chain resilience 
626,30,It’s not just Boeing's 737 Max that needed repairs — the FAA faces its own reckoning too 
627,30,Emerging-market investors are switching to value stocks and away from growth ones at the fastest pace in more than… 
628,30,The sale of shares in state-run Israel Aerospace Industries receive the official go-ahead 
629,30,Record Covid-19 cases in Japan and overseas are increasing the risk of the economy losing recovery momentum and eve… 
630,30,Turkey will move some state-owned energy companies established in overseas jurisdictions home to shield the industr… 
631,30,"Joe Biden turns 78, two months before he is sworn in as the oldest president in U.S. history, via AP "
632,30,Roche is racing too boost supply of Covid-19 antibody treatments and can make its first deliveries in the first qua… 
633,30,"Young people are the least likely age group to believe that women are as capable at leadership as men, a new survey… "
634,30,Fewer women have been picked for CEO at the world's biggest companies since the pandemic started in March 
635,30,"A green revolution in the food industry is on the way, backed by Silicon Valley venture capital funds "
636,30,The Philippines sees a surge in financial scams during the coronavirus pandemic 
637,30,Indonesia’s current account balance in the third quarter swings to a surplus for the first time in nine years 
638,30,"Here's how the new stations wagons from Audi, Mercedes, and Porsche compare "
639,30,Black financial executives are mobilizing against progressive Democrats’ demand that Biden’s administration exclude… 
640,30,Israeli Prime Minister Benjamin Netanyahu will undergo a routine examination of his digestive tract on Friday while… 
641,30,"Total approved investment from Taiwan to China rises to $4.7 billion in the first 10 months of this year, an increa… "
642,30,South Australia began one of the world's strictest lockdowns when authorities believed a man became infected after… 
643,30,Here's the latest on what's moving stocks in South Africa today 
644,30,"At least 16 people are killed in riots in Uganda’s capital, Kampala after the arrest of pop star Bobi Wine, who is… "
645,30,"The U.S. and Taiwan are in talks for a visit by the U.S. Environmental Protection Agency chief, in what would be th… "
646,30,German pork could remain shut out of some of the world’s top markets for at least a year as the country works to co… 
647,30,Britain’s ambition to renew its aging fleet of nuclear power plants loses momentum 
648,30,"What will a post-Covid world and economy look like? From Christine Lagarde, Tony Blair and Bill Gates, here's what… "
649,30,China’s top diplomat heads to Japan as the countdown to the end of Trump's rule prompts a recalibration of Beijing’… 
650,30,One scientist's strategy to the coronavirus helped Japan avoided thousands of deaths without a lockdown — but that… 
651,30,"BuzzFeed will buy the HuffPost online news service from Verizon, marking the latest shake-up for new-media publishe… "
652,30,U.K. government borrowing climbs to a record $286 billion in the first seven months of the fiscal year 
653,30,"For central banks contemplating issuing a digital currency, there could be advantages to getting it done soon, acco… "
654,30,"Another casualty of tensions with China, a red-hot housing boom and high-intensity saving in lockdown: Here's our t… "
655,30,Chancellor of the Exchequer Rishi Sunak is set to squeeze public sector pay for millions of workers as he seeks to… 
656,30,Hong Kong will impose new social restrictions and ask more students to stay home after it posted 26 Covid cases on… 
657,30,"Aliko Dangote, Africa’s richest person, discusses how the private sector partnered with the government in Nigeria t… "
658,30,"JUST IN: U.K. retail sales rise for a sixth month, boosted by demand at household goods and department stores "
659,30,U.K. consumer gloom may darken Christmas for retailers 
660,30,"Vodafone Idea, the debt-strapped Indian wireless carrier, sold its stake in telecommunications tower firm Indus Tow… "
661,30,"Lysol is making way more of its products than ever before. But with a pandemic winter on the way, that’s still not… "
662,30,"A setback for coronavirus drug remdesivir, an unexpected split in Washington and a Brexit warning

Here’s what is m… "
663,30,Hungary’s central bank is about to take its $2.5 billion asset-purchase program to the next level as it prepares to… 
664,30,"Yoyo Chang turned a hunch born in an English high school cafeteria into a payments app supported serious, well-heel… "
665,30,Record Covid-19 cases in Japan and overseas are increasing the risk of the economy losing recovery momentum and eve… 
666,30,"Fintechs are attracting regulatory scrutiny around the world, not just China "
667,30,BREAKING: The EU could pay more than $10 billion to buy hundreds of millions of doses of Covid-19 vaccines by Pfize… 
668,30,"Another day, another hiccup on the long and winding road that is the U.K.-EU trade negotiations "
669,30,Singapore PM's sister-in-law is suspended from practicing law for 15 months following a guilty verdict earlier this… 
670,30,Mizuho to cut Singapore office space on work-from-home success 
671,30,Questionable testing belies India’s drop in Covid infections 
672,30,South Korea is pushing for reform that could add transparency to top decision-making at large conglomerates that do… 
673,30,"This weekend, sit back and enjoy some of our best long reads "
674,30,Many deadlines have come and gone as the U.K. and EU struggle to reach an agreement over their post-Brexit relation… 
675,30,Hershey is behind the big cocoa trade that upended the futures market in New York 
676,30,"For years, Andrew acted as an unofficial door opener for a secretive Luxembourg bank, helping woo sketchy clients… "
677,30,"Temasek launches vehicle to super-charge agriculture, food deals "
678,30,U.K. lawmakers to examine finance industry’s post-Brexit future 
679,30,Ford’s Lincoln luxury line hopes some interior redecorating will revive its slowest selling SUV: the mid-sized Naut… 
680,30,Fosun’s unit rallies on debut after biggest India pharma IPO 
681,30,It's not just tech companies that might cut the pay of remote workers who move to cheaper areas 
682,30,"Inside a $23 million ""dream house"" on Hawaii's Big Island "
683,30,India’s markets regulator has petitioned the Supreme Court to direct tycoon Subrata Roy to pay 626 billion rupees (… 
684,30,"Daimler unveiled the latest version of its $200,000 Mercedes-Maybach S-Class sedan, a highly profitable car the man… "
685,30,Mitt Romney blasts Trump's 'undemocratic' moves as GOP stays quiet 
686,30,The EU could approve BioNTech and Moderna vaccines in December 
687,30,Indian stocks set for third week of gains on recovery prospects 
688,30,"Shares in Japan's mobile carriers dropped after a rebuke from the communications minister, who accused them of ""pro… "
689,30,Swiss prosecutors are close to ending a decade-old money laundering probe tied to a case first pursued by Sergei Ma… 
690,30,"Singapore may be in Phase 3 of virus curbs for more than a year, Education Minister Lawrence Wong says "
691,30,-U.S. futures slide after a dispute between Treasury Secretary Steven Mnuchin and the Federal Reserve over its emer… 
692,30,Mount Everest is welcoming climbers to restart its economy after a seven-month lockdown. Will they come back?… 
693,30,Stephen Mnuchin and Jerome Powell have parted ways over whether to preserve emergency lending facilities designed t… 
694,30,The Philippines imposes stricter movement restrictions on President Rodrigo Duterte’s home city of Davaoas new coro… 
695,30,"Analysts in India are favoring market leaders in sectors worst-hit by the pandemic — including hotels, aviation, ci… "
696,30,Thailand moves to cool a rally in the baht that threatens to derail the country's recovery from the pandemic 
697,30,A rally in Indonesia's rupiah opens the door to another interest-rate cut 
698,30,Gilead Sciences says it was “disappointed the WHO guidelines appear to ignore” evidence with regard to the organiza… 
699,30,South Africa may edge to deeper junk rating if S&amp;P cuts outlook 
700,30,China deepens probe on banks after busted bond deal 
701,30,Fewer women have been picked for CEO at the world's biggest companies since the pandemic started in March 
702,30,BREAKING: India's total confirmed coronavirus cases reach 9 million 
703,30,"After Trump’s embrace, Saudi Arabia may find Biden is not so bad "
704,30,South Australia will lift its lockdown early and allow outdoor exercise — a measure that had made it one of the wor… 
705,30,China’s debt problem seems to be back on Beijing’s agenda 
706,30,Hong Kong police are investigating a campus protest over suspected violations of a security law imposed by China’s… 
707,30,Senior Pentagon official Brigadier General Anthony Tata tests positive for coronavirus 
708,30,"Indonesian bonds trounce India's, bringing yield parity into view "
709,30,"It was the first time the association, with 1.4 million members, apologized for its role in fomenting housing discr… "
710,30,Fed’s Bostic says Treasury ending programs would remove backstop 
711,30,Top House Democrats demand briefing on the Trump administration's continuing refusal to allow Joe Biden’s transitio… 
712,30,"Japan is facing the worst wild bear attacks in 5 years. Experts say it's due to a mix of factors, from lockdowns to… "
713,30,Vietnam is looking to reset its relationship with the U.S. after being caught in the middle of Trump’s economic con… 
714,30,"Just over half of American companies are more optimistic about doing business in China, according to a survey from… "
715,30,U.S. stock index futures fall after Treasury Secretary Steven Mnuchin and the Federal Reserve publicly disagree ove… 
716,30,Czechs approve tax cut touted by premier as ‘Helicopter Money’ 
717,30,U.K. consumer gloom may darken Christmas for retailers 
718,30,One scientist's strategy to the coronavirus helped Japan avoided thousands of deaths without a lockdown — but that… 
719,30,The next virus to jump from animals to humans could be far deadlier. How do we prevent that from happening?… 
720,30,Treasury Secretary Steven Mnuchin says lawmakers should redirect unspent stimulus funding to buoy the economy 
721,30,"L3Harris Technologies, one of North America’s largest aerospace and defense manufacturers, is planning a sale of it… "
722,30,"-IMF, G-20 warn global recovery may be derailed
-China ignores Elon Musk's hydrogen warning 
-Biden rips into ""outr… "
723,30,The stock of Joyy surged after the Chinese livestreaming video giant disputed allegations of fraud by short seller… 
724,30,"Jaguar Land Rover wants to block U.S. imports of Porsche, Lamborghini, Audi and Volkswagen SUVs, saying they are us… "
725,30,Philippines property stocks may be the key to the equity market's recovery 
726,30,"Oil tanks in America’s most important crude storage hub are filling to the brim once again, quickly approaching the… "
727,30,"The WHO recommended against using remdesivir to treat hospitalized Covid-19 patients, saying, “there is currently n… "
728,30,Vietnam’s government has threatened to shut down Facebook in the country because it has failed to block enough poli… 
729,30,Georgia officials completed a recount of the state’s Nov. 3 presidential vote that showed President-elect Joe Biden… 
730,30,"Sound affects us at work psychologically, cognitively and behaviorally (Sponsored by EPOS) "
731,30,Moody’s upholds Canada’s top credit rating ahead of a fiscal update from Justin Trudeau’s government expected to sh… 
732,30,The Thai baht is heading for the first weekly drop in a month after the central bank pledged new measures to temper… 
733,30,"LIVE: Leaders from Japan and New Zealand address the Asia-Pacific Economic Cooperation gathering in Malaysia, held… "
734,30,BREAKING: Biden maintains his lead over Trump as Georgia recount ends 
735,30,Hershey is behind the big cocoa trade that upended the futures market in New York 
736,30,Oil was set for its third weekly advance as progress toward a coronavirus vaccine lifts optimism on the long-term d… 
737,30,"BREAKING: WHO advises doctors not to use Gilead’s remdesivir for Covid-19 
"
738,30,"Online video game platform Roblox filed for an IPO, listing the size of the offering as $1 billion "
739,30,"Workday executives said the pandemic-fueled recession will likely crimp software demand next year, putting a damper… "
740,30,"Nissan is looking to breathe new life into its full-size pickup truck by electrifying it, with the help of a Detroi… "
741,30,"Business groups are now urging Trump to cooperate with the transition to a Biden administration, but Trump is going… "
742,30,"Cybersecurity company FireEye said it raised $400 million with an investment led by an arm of Blackstone, sending s… "
743,30,"It was the first time the association, with 1.4 million members, has apologized for its role in fomenting housing d… "
744,30,A new wave of bans on indoor dining from Philadelphia to Seattle is threatening an already weakened restaurant indu… 
745,30,"China needs to immediately stop building new coal power plants if it wants to be carbon neutral by 2060, researcher… "
746,40,“I wish I was never involved.” A former Green Beret and his son accused of helping Carlos Ghosn escape are fighting… 
747,40,"Florida Sen. Rick Scott said Friday that he tested positive for Covid-19, joining five other members of Congress wh… "
748,40,"How much of your brain are you using right now—or at any moment in time? If you said 10%, you’ve repeated a popular… "
749,40,A handful of tight House races whose outcomes will determine how narrow a majority Democrats will wield have yet to… 
750,40,From @WSJopinion: Trump staff and supporters should know at this point that in trying to change the outcome they ar… 
751,40,"Pfizer says it will ask the FDA on Friday to clear the company’s Covid-19 vaccine, a rapid milepost in the vaccine’… "
752,40,Some San Francisco residents are frustrated with restrictions that are as tough as those in cities with worse coron… 
753,40,"“For the hospital, it wasn’t a first crisis and then a second crisis,” said the director of the hospital hit hardes… "
754,40,Rulings in lawsuits on mail-in voting made casting ballots easier for some Americans than others but didn’t give ei… 
755,40,General Motors is investing more in electric and driverless cars as the technology becomes more accessible… 
756,40,Should you refinance your mortgage? Or maybe pay it off? Even if those options didn’t seem compelling a few months… 
757,40,"President-elect Joe Biden won Georgia after a vote recount confirmed his lead, the AP projects #WSJWhatsNow "
758,40,The real-estate industry’s largest trade group agreed to make the cost of brokers’ commissions more transparent as… 
759,40,"Covid-19 is a particularly wily foe because of its long list of symptoms. Everyday Americans, and sports leagues li… "
760,40,"Chinese authorities have detained an outspoken entrepreneur and taken control of his businesses, reviving a debate… "
761,40,"Pfizer said it will ask the FDA today to authorize its Covid-19 vaccine, which could put it on track for distributi… "
762,40,"Prices for Middle Eastern oils have climbed to an unusual premium over the global benchmark Brent, stoked by demand… "
763,40,"In Australia, an allegedly misleading story raised fears a virulent strain of Covid-19 was spreading via surfaces s… "
764,40,Fannie Mae and Freddie Mac’s regulator wants to end government control of the mortgage giants but hasn’t yet reache… 
765,40,"Pfizer, Gilead, Ross: Here’s what to watch as markets kick into gear "
766,40,The labor market is flashing signs of slowdown in states where coronavirus cases are surging—and in places where th… 
767,40,"Pfizer says it will ask the FDA on Friday to clear the company’s Covid-19 vaccine, a rapid milepost in the vaccine’… "
768,40,"More suburban sprawl, fewer business trips. @jdlahart looks ahead to the post-Covid economy.  "
769,40,"Lumber prices are making an unusual late-season climb, thanks in part to builder-friendly autumn weather "
770,40,"With the Covid-19 pandemic dragging on, some countries say they can’t afford to keep fighting "
771,40,Your brain is an incredible machine. But it isn’t waiting to tap into some unused potential.  
772,40,Religious leaders in Europe and the U.S. are pushing back against anti-coronavirus restrictions invoking their righ… 
773,40,Heard on the Street: Aramco’s bond sale this week shows that global investors remain less enthusiastic about the st… 
774,40,Take an early look at the front page of The Wall Street Journal 
775,40,The U.S. logged another record number of Covid-19 infections in a day 
776,40,"While lots of U.S. companies are feeling better about doing business in China under a Biden administration, some ar… "
777,40,"Even before Trump’s drawdown of U.S. troops in Afghanistan goes into effect, there are clear signs the national gov… "
778,40,"The U.K. has left the European Union, but Prime Minister Boris Johnson’s government is weeks away from a self-impos… "
779,40,President Trump is broadening his push to overturn the election outcome and threatening Republicans who challenge h… 
780,40,The parent company of Regal Cinemas is in talks with investors for financial lifelines after months of empty theate… 
781,40,Here’s a guide to the devices that can help you look your best at the virtual office—including webcams and alternat… 
782,40,China's new bonds add to a nearly $17 trillion global pool of debt yielding less than zero 
783,40,"Convicted killer Orlando Hall was executed at the federal penitentiary in Terre Haute, Ind. "
784,40,"Breakthroughs in Covid-19 vaccine trials are giving a boost to the organizers of next summer's Tokyo Olympics, who… "
785,40,Chinese President Xi Jinping was furious about a speech Jack Ma gave. That ultimately doomed Ant’s IPO. 
786,40,"In a postelection poll, more than 60% of companies said they were more optimistic about operating in China with a B… "
787,40,Take an early look at the front page of The Wall Street Journal 
788,40,From @WSJopinion: Maligning President Trump’s attorneys for their election work is as outrageous as the smear attem… 
789,40,"Anthony Tata, a senior Pentagon official who sat in on meetings this week with the acting defense chief and his top… "
790,40,"GM said it would spend $27 billion through 2025 to develop electric and driverless vehicles, raising its investment… "
791,40,New York City’s decision to switch back to fully remote learning in its public schools sent parents scrambling for… 
792,40,"There has been a flurry of Roth IRA conversions by investors this year, financial advisers say. Here's how they wor… "
793,40,"Handsome house gifts that lovers of design, decorating and entertaining will want to start using before the wrappin… "
794,40,"Washington slapped tariffs on French wine with 14% or less alcohol. Many Americans, being adaptive, are buying stro… "
795,40,"From @WSJopinion: Once past the Trump presidential challenge, the 2020 election results have given Republicans a hi… "
796,40,Sinclair Broadcast Group is teaming up with Bally’s to use the casino operator’s brand on its regional sports netwo… 
797,40,The New York City townhouse where actress and Goop founder Gwyneth Paltrow spent her teenage years is asking $15.5… 
798,40,"When Beethoven’s opera “Fidelio” debuted in November 1805 it was so unpopular it closed after three performances, b… "
799,40,Two entrepreneurs who have been collecting fallen retail brands during the coronavirus pandemic are taking over the… 
800,40,Overwhelmed by the usual Thanksgiving spread this year? You are not alone. Try one of these easy “core” recipes tha… 
801,40,"From @WSJbooks: WSJ critics and contributors share their favorite reads in business, history, art, cooking and more… "
802,40,"Even a consensual exchange of nude photos between teenagers can be prosecuted under child pornography laws, making… "
803,40,Videogame company Roblox has filed to go public at a time when the pandemic has supercharged demand for online gami… 
804,40,"From @WSJopinion: When kids have to be put in foster care, parental substance abuse is usually the underlying reaso… "
805,40,"Governors in Rhode Island, New Hampshire and Maine imposed additional restrictions on daily life Thursday as the la… "
806,40,Tyler Perry has created one of the industry’s largest coronavirus bubbles to keep his 800 full-time staffers employ… 
807,40,"In one of its sharpest warnings to date, the CDC urged Americans not to travel for Thanksgiving, with an official s… "
808,40,Breaking President-elect Joe Biden remained the winner in Georgia after a hand recount of the state's five million… 
809,40,"The World Health Organization said Thursday it recommends against the use of remdesivir, the antiviral drug for Cov… "
810,40,Cities across Uganda erupted into deadly violence after the government arrested opposition candidate Bobi Wine ahea… 
811,40,"President Trump’s legal team, led by Rudy Giuliani, laid out sprawling allegations Thursday of a conspiracy between… "
812,40,"Strict travel restrictions and border closures are hamstringing hotels like the Northern Lights Lodge in Stowe, Ver… "
813,40,Snags in processing the results of the 2020 census may delay its first results long enough to prevent President Tru… 
814,40,"🎧 Listen: In today's episode of The Journal podcast, @alyrose explains Southwest's strategy of bringing flights to… "
815,40,"Macy's, still smarting from the pandemic’s damage to its business, is lobbying states and cities not to close its d… "
816,40,California issued a new stay-at-home order requiring the vast majority of residents to stay at home and businesses… 
817,40,"The Trump administration is planning Friday to roll out two final rules aimed at lowering drug prices, including on… "
818,40,"Washington slapped tariffs on French wine with 14% or less alcohol. Many Americans, being adaptive, are buying stro… "
819,40,"The Trump administration is set to execute convicted killer Orlando Hall, one of three federal inmates scheduled to… "
820,40,"President-elect Joe Biden said he has chosen a nominee to lead the Treasury Department, and that his pick is ""someo… "
821,40,"Iran is preparing for a wide-ranging lockdown to slow the spread of Covid-19, listing more than 300 cities and town… "
822,40,#WSJWhatsNow: U.S. stocks rose Thursday after wobbling between gains and loses for much of the session 
823,40,Tyson Foods suspended managers at an Iowa pork plant following allegations that some bet on the number of workers w… 
824,40,"After a mild start to the heating season, U.S. gas drillers will have to maintain their discipline to keep prices f… "
825,40,Treasury Secretary Steven Mnuchin declined to extend several emergency loan programs established jointly with the F… 
826,40,"The triggers for shutting classrooms during the coronavirus pandemic vary widely nationwide, and so do the sets of… "
827,40,"Nearly one million Chinese people have received a Covid-19 vaccine from the state pharmaceutical company, which rep… "
828,40,"Epic Games and other developers battling Apple over its App Store controls are getting an ally in Nvidia, as the gr… "
829,40,"“Shame on folks who say, ‘Well, only a few are getting sick,’” Minnesota Gov. Tim Walz said. “If it’s not you, then… "
830,40,"Managing your finances so that you and your savings expire at the same time is more complicated than it may seem
"
831,40,"Klay Thompson will miss the next NBA season, the Golden State Warriors said, after he suffered a devastating injury "
832,40,"From @WSJopinion: After a rebuke by the Michigan Supreme Court, Gov. Gretchen Whitmer has found a new statutory jus… "
833,40,Everyone who comes into your home could pose a health risk. @BethDeCarbo has tips to keep family and household staf… 
834,40,Companies are sending a new kind of Thanksgiving message to employees this year 
835,40,U.S. hospitals are reporting shorter stays and lower death rates for Covid-19 patients. The shift could be a result… 
836,40,"The highest rates of Covid-19 cases, hospitalizations and deaths in New York City were found in communities of colo… "
837,40,"Two new studies suggest fish-oil pills don’t help the heart at all. Our columnist wants to know, can he finally say… "
838,40,The cure for cabin fever: Here’s a range of gifts to lift the spirits of wing-clipped travelers 
839,40,Real-estate agents have noticed a change in how people shop for houses: Neighbors have become a more important fact… 
840,40,"Washington slapped extra tariffs on some countries’ wines with alcohol 14% and under, so Americans are drinking the… "
841,40,".@NYCTSubway's chief customer officer, Sarah Meyer, speaks to WSJ reporter @pdberger about the agency’s response to… "
842,40,"Breaking: BuzzFeed is acquiring Verizon Media’s HuffPost, the companies said, uniting two of the larger digital med… "
843,40,"Chinese authorities have inoculated nearly one million Chinese people with a Covid-19 vaccine from Sinopharm, thoug… "
844,40,"From @WSJopinion: This wasn’t a repeat of 2016, when many progressives who supported Bernie Sanders stayed home, wr… "
845,40,President-elect Joe Biden has sent signals that the U.S. will remain tough on China when it comes to trade.… 
846,40,"The U.S. logged more than 170,000 newly reported Covid-19 cases for the second time, as the death toll crossed the… "
847,40,"Breaking: The CDC urged Americans not to travel for Thanksgiving, citing a rise in new Covid-19 cases, hospitalizat… "
848,40,Thanksgiving is coming at a particularly precarious time in the pandemic. Public-health officials are begging every… 
849,40,Mike Pompeo’s visit to a West Bank winery shows how the Trump administration has sought to boost Israel’s position… 
850,40,President Trump is broadening his push to overturn the election outcome and threatening Republicans who challenge h… 
851,40,GM is eliminating one of the major obstacles that customers have cited to so-called usage-based insurance: installi… 
852,40,“It seems like they just wrapped all of Afghanistan in an envelope and handed it to the Taliban”: Afghans agonize a… 
853,40,"Bookings have slowed and cancellations have risen over the past week, United Airlines said, a trend that could lead… "
854,40,From @WSJopinion: Democrats did what they needed to do in Texas: increase their turnout dramatically. But Republica… 
855,40,"Jobless claims increased slightly last week, as a new surge in virus cases hampered the U.S. economic recovery… "
856,40,"As Covid-19 cases surge and what is normally the year’s most-traveled holiday approaches, many employers are inquir… "
857,40,The FDA is days away from beginning its evaluation of Covid-19 vaccines for emergency use—a process that could lead… 
858,40,"Macy’s was hurting even before the coronavirus crisis hit the retail industry, raising questions about how far the… "
859,40,The arrest of Ugandan presidential candidate Bobi Wine sparked protests in the country’s capital and police have sa… 
860,40,"New York construction jobs have dwindled during the pandemic, but one local union is boosting its numbers by slashi… "
861,40,"Jobless claims rose to 742,000 last week, the first increase since early October as a surge in virus cases keeps a… "
862,40,"As Covid-19 cases skyrocket, debate rages about whether youth and high-school sports spread Covid-19. Governors are… "
863,40,"Struggling retailer Macy’s says it has ""the right gifting assortment"" for the important holiday season "
864,40,"Driving into Maiduguri, the capital of Nigeria’s northeast, has become one of the most dangerous journeys on earth "
865,40,Here’s what we’re watching as markets kick into gear Thursday 
866,40,A Covid-19 vaccine being developed by the University of Oxford and AstraZeneca showed promising immune responses in… 
867,40,Apple is lowering its commission to 15% from 30% for app makers that generate no more than $1 million in annual rev… 
868,40,"After an acclaimed role in ""Hustlers"" and a showstopping performance at this year’s Super Bowl, Jennifer Lopez is b… "
869,40,Here’s what we know about the first FDA-approved Covid-19 test that can be fully performed at home—and provide resu… 
870,40,"Touchless faucets, cameras in refrigerators and dishwashers that order detergent when they’ve run out are helping r… "
871,40,"China’s voracious appetite for imported meat is starting to wane, as domestic pork prices fall "
872,40,Take an early look at the front page of The Wall Street Journal 
873,40,"President-elect Joe Biden and his team will have to make quick calls on safe flying during Covid, the health of the… "
874,40,"Former President Barack Obama’s memoir sold more than 887,000 copies on Tuesday, a sizzling debut that publisher Pe… "
875,40,"A new class of entrepreneurs is emerging from the wreckage of the covid economy: Solo acts, catering to those who n… "
876,40,"While the U.S. and Europe struggle to contain an autumn surge in coronavirus infections, Finland and Norway are buc… "
877,40,The pandemic is forcing changes in workplace technology—or accelerating changes already in place—that will continue… 
878,40,China's new euro bonds add to a nearly $17 trillion global pool of debt yielding less than zero 
879,40,A minimalist Aspen mansion with hi-tech features showcases the art of a pair of empty nesters who split their time… 
880,40,What does Hollywood do with a great movie? It makes a movie about it. Several classic films are in line for screen… 
881,40,From @WSJopinion: Physical distancing now has an end date—it’s no longer an indefinite obligation imposed on the yo… 
882,40,Take an early look at the front page of The Wall Street Journal 
883,40,"The glossy TV series ""Devils"" features murder, lust and a Ferrari-driving protagonist in a conspiracy story about t… "
884,40,A 90-year-old woman recently garnered 17 million views on a 10-second TikTok she posted about her new haircut. “I n… 
885,40,How to end 2020 on an appetizing note? From a classic Champagne to a subscription box of the finest Italian ingredi… 
886,40,"“It’s not just a mall, this is a cultural center.” Activists opposed to the sale of a Los Angeles shopping center l… "
887,40,"Millennials are the most educated generation in U.S. history, but student debt and new models of education are maki… "
888,40,"LeBron James is adding to his investment portfolio with Lobos 1707, a new tequila and mezcal: ""If it’s organic to w… "
889,40,"There has never been a series like @MichaelaCoel's ""I May Destroy You""—a harrowing 12-episode dramedy around consen… "
890,40,From @WSJopinion: What’s behind the drop in teen depression during the pandemic? Talking more to parents and gettin… 
891,40,"Commuters could have to wait much longer for subways, buses and trains in 2021 as New York’s Metropolitan Transport… "
892,40,"Warner Bros. said it will debut its ""Wonder Woman"" sequel simultaneously in theaters and on the HBO Max streaming s… "
893,40,"Townhouses have long been the unwanted stepchild of the Manhattan luxury market, but in a pandemic that has upended… "
894,40,"If you’re creating an online version of what was originally envisaged as a live event, you need to rethink your sch… "
895,40,Coca-Cola placed too much of its profit in its foreign operations instead of its higher-taxed domestic parent compa… 
896,40,Democratic state legislators in New York are coming back from political death after the opening of absentee ballots… 
897,40,"Graphics-chip maker Nvidia reported record quarterly sales and a jump in profit, propelled by a pandemic-era boom i… "
898,40,"New York City area hospitals are preparing for a significant resurgence of Covid-19 patients, with staffing and wor… "
899,40,"Former President Barack Obama’s memoir sold more than 887,000 copies on Tuesday, a sizzling debut that publisher Pe… "
900,40,Here’s what we know about the first FDA-approved Covid-19 test that can be fully performed at home—and provide resu… 
901,40,Many GOP lawmakers questioned President Trump’s firing of a top cybersecurity official who had publicly challenged… 
902,40,A Korean couple in their 70s are winning fans with their dance routines on TikTok. Seniors are finding their videos… 
903,40,"A significant number of Covid-19 patients are dealing with symptoms long after the initial infection, and doctors a… "
904,40,"“It’s not just a mall, this is a cultural center.” Activists opposed to the sale of a Los Angeles shopping center l… "
905,40,"A leading Covid-19 vaccine under development in China showed inconclusive results about its level of protection, al… "
906,40,🎧 Listen: The Paycheck Protection Program was supposed to save small businesses after Covid-19 shut down the econom… 
907,40,"The U.S. death toll from Covid-19 surpassed 250,000 on Wednesday, with the country recording 50,000 deaths linked t… "
908,40,"From @WSJopinion: Are allegations of voter fraud a distraction, a danger or a cause for investigation? Students deb… "
909,40,Airbnb is moving ahead with plans to sell shares publicly in a tough year when the pandemic has hammered the travel… 
910,40,Secretary of State Mike Pompeo said the unwinding of the U.S. sanctions regime against Iran would be “a dangerous c… 
911,40,"Office furniture company Herman Miller is opening its first stores designed for consumers, where shoppers will be a… "
912,40,PG&amp;E chose the head of a Michigan utility as its next chief executive. The company is working to improve safety and… 
913,40,"A federal judge dismissed drug-trafficking and corruption charges against Mexico’s former defense minister, grantin… "
914,40,Apple agreed to a $113 million settlement with more than 30 states that accused the iPhone maker of concealing issu… 
915,40,"HomeGoods will launch an e-commerce platform in the second half of 2021, as the chain looks to “satisfy our custome… "
916,40,Amazon says they’re getting into the pharmacy business and shareholders may be rightly spooked. @WSJheard explains.… 
917,40,"Norwegian Air filed for bankruptcy protection for two of its core units, marking Europe’s biggest airline casualty… "
918,40,"If you’re unmarried and want to buy a house with your partner, @veronicadagher has a guide to avoid legal and finan… "
919,40,From @WSJopinion: The prosperity of our nation and the functioning of our democracy often depends on how a presiden… 
920,40,"#WSJWhatsNow: U.S. stocks are down, with the Dow giving up earlier gains that brought the index within striking dis… "
921,40,Breaking: New York City is closing its schools. The nation’s largest district is switching to fully remote learning… 
922,40,“The young people want me to be their grandpa.” Senior citizens are using TikTok to connect with younger generation… 
923,40,"President-elect Joe Biden’s lead over President Trump in Georgia dipped to 12,781 votes Wednesday, as some counties… "
924,40,A federal judge ruled that the Trump administration can’t immediately expel unaccompanied immigrant children who cr… 
925,40,"The Army will reconsider thousands of cases of soldiers who left the service under less-than-honorable conditions,… "
926,40,Here’s what we know about the first FDA-approved at-home Covid-19 test that does not involve a lab 
927,40,"During the pandemic’s third, record-setting surge in the U.S., few parts of the country remain untouched. Here’s ho… "
